"","name","category_list","market","funding_total_usd","status","state_code","region","city","funding_rounds","founded_at","founded_month","founded_quarter","founded_year","seed","venture","equity_crowdfunding","undisclosed","convertible_note","debt_financing","angel","grant","private_equity","post_ipo_equity","post_ipo_debt","secondary_market","product_crowdfunding","round_A","round_B","round_C","round_D","round_E","round_F","round_G","round_H","first_funding_day","first_funding_month","first_funding_year","last_funding_day","last_funding_month","last_funding_year","post_success"
"15377","MentorMob","|Curated Web|","Curated Web",220000,"operating","IL","Chicago","Chicago",1,"1","1","Q1","2011",220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12","1","2012","12","1","2012","0"
"15378","menuvox","|Restaurants|SaaS|E-Commerce|","SaaS",20000,"operating","NJ","Newark","Franklin Park",1,"2","2","Q1","2011",20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","3","2011","1","3","2011","0"
"15379","Meograph","|Tourism|Weddings|Sports|Software|","Software",20000,"operating","CA","SF Bay Area","San Francisco",2,"1","1","Q1","2012",20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","6","2013","1","6","2013","0"
"15380","MEPS Real-Time","|Software|","Software",355000,"operating","CA","San Diego","Carlsbad",1,"1","1","Q1","2006",0,355000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"30","12","2010","30","12","2010","0"
"15382","Meraki","|Web Hosting|","Web Hosting",8e+07,"acquired","CA","SF Bay Area","San Francisco",5,"1","4","Q2","2006",0,8e+07,0,0,0,0,0,0,0,0,0,0,0,5e+06,2e+07,1.5e+07,4e+07,0,0,0,0,"1","12","2006","10","7","2012","1"
"15386","Mercator MedSystems","|Biotechnology|","Biotechnology",6500000,"operating","CA","SF Bay Area","San Leandro",1,"1","1","Q1","2000",0,6500000,0,0,0,0,0,0,0,0,0,0,0,0,6500000,0,0,0,0,0,0,"30","5","2013","30","5","2013","0"
"15387","Mercatus","|Energy IT|Hardware + Software|","Energy IT",3700000,"operating","CA","SF Bay Area","San Jose",2,"1","1","Q1","2009",0,3700000,0,0,0,0,0,0,0,0,0,0,0,3700000,0,0,0,0,0,0,0,"10","6","2013","30","1","2014","0"
"15389","Mercent Corporation","|Search|E-Commerce|Advertising|","E-Commerce",13200001,"operating","WA","Seattle","Seattle",5,"6","1","Q1","2005",0,12700001,0,0,0,5e+05,0,0,0,0,0,0,0,0,6500000,0,0,0,0,0,0,"19","1","2005","20","11","2010","0"
"15391","Merchant Atlas","|Sales and Marketing|SaaS|Sales Automation|Social Media|Advertising|Analytics|","Sales Automation",6300000,"operating","CA","SF Bay Area","San Mateo",4,"1","1","Q1","2010",0,3e+06,0,0,0,0,3300000,0,0,0,0,0,0,3e+06,0,0,0,0,0,0,0,"1","12","2010","13","3","2014","0"
"15392","Merchant Cash and Capital","|Finance|","Finance",7.5e+07,"operating","NY","New York City","New York",1,"1","5","Q2","2005",0,0,0,0,0,7.5e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17","3","2014","17","3","2014","0"
"15393","Merchant Exchange","|Curated Web|","Curated Web",1e+06,"operating","NY","New York City","New York",1,"1","1","Q1","2011",1e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","6","2013","4","6","2013","0"
"15395","MerchantCircle","|Direct Marketing|Estimation and Quoting|Advice|Consumers|Business Services|Local|Curated Web|","Local",14300000,"acquired","CA","SF Bay Area","Mountain View",2,"1","10","Q4","2005",0,14300000,0,0,0,0,0,0,0,0,0,0,0,4300000,1e+07,0,0,0,0,0,0,"5","6","2006","1","9","2007","1"
"15397","Merchantry","|Marketplaces|E-Commerce|","E-Commerce",15900000,"operating","NY","New York City","New York",2,"1","1","Q1","2004",0,15900000,0,0,0,0,0,0,0,0,0,0,0,8900000,7e+06,0,0,0,0,0,0,"27","9","2010","7","5","2013","0"
"15399","Mercury Continuity","|Web Hosting|","Web Hosting",230000,"operating","DC","Washington, D.C.","Washington",2,"1","1","Q1","2011",230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18","7","2012","11","4","2013","0"
"15402","Mercy Ships","|Nonprofits|","Nonprofits",2e+06,"operating","GA","GA - Other","Lindale",1,"1","1","Q1","1978",0,0,0,0,0,0,0,2e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,"26","12","2013","26","12","2013","0"
"15404","Meridian","|Gps|Mobile|Location Based Services|Enterprise Software|","Gps",1975000,"acquired","OR","Portland, Oregon","Portland",2,"1","3","Q1","2011",1e+06,975000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14","9","2011","30","8","2012","1"
"15407","Meridian-IQ","|Software|","Software",3545000,"operating","NY","New York City","New York",2,"1","1","Q1","2010",2e+06,0,0,0,0,1545000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19","8","2011","9","4","2014","0"
"15409","Meritage Pharma","|Biotechnology|","Biotechnology",36472055,"operating","CA","San Diego","San Diego",2,"1","1","Q1","2008",0,36472055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"27","8","2009","17","11","2011","0"
"15411","Merkle","|Advertising|","Advertising",7.5e+07,"operating","MD","Baltimore","Columbia",1,"1","1","Q1","1971",0,0,0,0,0,0,0,0,7.5e+07,0,0,0,0,0,0,0,0,0,0,0,0,"14","10","2010","14","10","2010","0"
"15412","Merlin","|Software|","Software",550000,"operating","GA","Atlanta","Atlanta",1,"1","1","Q1","2010",0,550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8","9","2014","8","9","2014","0"
"15414","Merrimack Pharmaceuticals","|Health Care|Biotechnology|","Health Care",79440000,"operating","MA","Boston","Cambridge",4,"1","1","Q1","2000",0,0,0,0,0,0,0,2440000,7.7e+07,0,0,0,0,0,0,0,0,0,0,0,0,"1","1","2002","14","4","2011","0"
"15416","Mersana Therapeutics","|Biotechnology|","Biotechnology",75005371,"operating","MA","Boston","Cambridge",5,"1","1","Q1","2005",0,62505371,0,0,0,12500000,0,0,0,0,0,0,0,41505371,0,0,0,0,0,0,0,"8","11","2005","8","4","2014","0"
"15417","Mersive","|Collaboration|Software|","Collaboration",11248028,"operating","CO","Denver","Denver",5,"1","1","Q1","2006",0,8348028,0,0,2900000,0,0,0,0,0,0,0,0,0,0,3069647,0,0,0,0,0,"2","9","2011","15","10","2014","0"
"15419","Meru Networks","|Communications Hardware|Technology|Mobile|","Communications Hardware",163600000,"operating","CA","SF Bay Area","Sunnyvale",6,"1","1","Q1","2002",0,151600000,0,0,0,1.2e+07,0,0,0,0,0,0,0,0,0,1.2e+07,2.5e+07,8.7e+07,0,0,0,"14","6","2005","7","6","2012","0"
"15421","Mesh Networks","|Software|","Software",4300000,"operating","TX","Houston","Houston",1,"1","1","Q1","2005",0,4300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9","11","2014","9","11","2014","0"
"15422","Mesh Systems","|Wireless|M2M|Internet of Things|Software|","Internet of Things",2700000,"operating","IN","Indianapolis","Carmel",2,"1","4","Q2","2005",0,2700000,0,0,0,0,0,0,0,0,0,0,0,0,2500000,0,0,0,0,0,0,"31","7","2009","27","5","2011","0"
"15423","Meshfire","|Software|","Software",50000,"operating","WA","Seattle","Kirkland",1,"1","1","Q1","2012",0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11","12","2012","11","12","2012","0"
"15424","Meshify","|Mobile|","Mobile",305000,"operating","TX","Houston","Houston",2,"1","1","Q1","2012",0,0,0,0,0,305000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21","2","2013","19","12","2013","0"
"15425","MesoCoat","|Nanotechnology|","Nanotechnology",220000,"operating","OH","Cleveland","Euclid",2,"1","1","Q1","2007",220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12","2","2009","14","12","2009","0"
"15426","MESoft","|Software|","Software",6e+06,"closed","CA","Los Angeles","Los Angeles",1,"1","1","Q1","2002",0,6e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15","4","2007","15","4","2007","0"
"15428","Message Bus","|Utilities|Services|Email|Messaging|","Services",19300000,"operating","CA","SF Bay Area","San Francisco",4,"26","8","Q3","2010",0,19300000,0,0,0,0,0,0,0,0,0,0,0,3350000,1.1e+07,0,0,0,0,0,0,"29","3","2011","28","5","2014","0"
"15429","Message Systems","|Internet Service Providers|P2P Money Transfer|CRM|Social Network Media|Facebook Applications|Security|Email|Software|","Internet Service Providers",37999998,"operating","MD","Baltimore","Columbia",2,"1","1","Q1","1997",0,37999998,0,0,0,0,0,0,0,0,0,0,0,6e+06,31999998,0,0,0,0,0,0,"25","3","2010","21","6","2012","0"
"15430","MessageCast","|Messaging|","Messaging",1500000,"acquired","CA","SF Bay Area","Palo Alto",1,"1","3","Q1","2002",0,1500000,0,0,0,0,0,0,0,0,0,0,0,1500000,0,0,0,0,0,0,0,"1","3","2005","1","3","2005","1"
"15431","MessageGate","|Messaging|","Messaging",5600000,"closed","WA","Seattle","Bellevue",2,"1","1","Q1","2001",0,5e+06,0,0,0,6e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18","4","2005","17","8","2009","0"
"15432","MessageGears","|Email|Messaging|","Email",625000,"operating","GA","Atlanta","Atlanta",1,"11","6","Q2","2010",0,0,0,0,0,625000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","7","2010","1","7","2010","0"
"15433","MessageMe","|Chat|Mobile|Messaging|","Chat",13375000,"acquired","CA","SF Bay Area","San Francisco",3,"1","1","Q1","2012",3375000,1e+07,0,0,0,0,0,0,0,0,0,0,0,1e+07,0,0,0,0,0,0,0,"1","7","2012","16","5","2013","1"
"15434","Messagemind","|Enterprise Software|","Enterprise Software",3427500,"operating","NY","New York City","New York",1,"1","1","Q1","2010",3427500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20","9","2012","20","9","2012","0"
"15436","MessageParty","|Location Based Services|Blogging Platforms|Mobile|","Mobile",275000,"operating","NY","New York City","Brooklyn",1,"1","1","Q1","2010",275000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","6","2010","1","6","2010","0"
"15437","MET Tech","|Manufacturing|","Manufacturing",175000,"operating","NJ","Newark","Jersey City",1,"1","1","Q1","2003",0,175000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5","12","2008","5","12","2008","0"
"15439","Meta Industries","|iPhone|Networking|Messaging|Developer APIs|Mobile|Software|","iPhone",2e+05,"operating","NY","New York City","Brooklyn",1,"1","3","Q1","2007",2e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","1","2007","1","1","2007","0"
"15440","Meta Pharmaceutical Services","|Enterprise Software|","Enterprise Software",13500000,"operating","PA","Philadelphia","Blue Bell",2,"1","1","Q1","2000",0,0,0,0,0,13500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"30","9","2010","8","7","2013","0"
"15441","Metabiota","|Risk Management|Biotechnology|","Risk Management",2800000,"operating","CA","SF Bay Area","San Francisco",1,"1","1","Q1","2008",2800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20","3","2014","20","3","2014","0"
"15443","Metabolix","|Biotechnology|Clean Technology|","Biotechnology",3.1e+07,"operating","MA","Boston","Cambridge",2,"1","1","Q1","1992",0,0,0,0,0,0,0,6e+06,0,2.5e+07,0,0,0,0,0,0,0,0,0,0,0,"5","5","2011","4","8","2014","1"
"15445","Metabolon","|Biotechnology|","Biotechnology",47370557,"operating","NC","Raleigh","Durham",5,"1","1","Q1","2000",0,47370557,0,0,0,0,0,0,0,0,0,0,0,0,8e+06,6e+06,13100000,14999980,0,0,0,"18","1","2006","6","1","2014","0"
"15446","Metacafe","|Television|Music|Sports|Video Games|Entertainment|Video|Games|","Games",5e+07,"acquired","CA","SF Bay Area","San Francisco",3,"1","7","Q3","2003",0,4.5e+07,0,0,0,5e+06,0,0,0,0,0,0,0,0,1.5e+07,3e+07,0,0,0,0,0,"1","7","2006","4","6","2010","1"
"15447","MetaCarta","|Video on Demand|Mobile|Monetization|Content|Web Development|Local|Public Transportation|","Video on Demand",11849000,"acquired","MA","Boston","Cambridge",2,"1","1","Q1","2001",0,11849000,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+07,0,0,0,0,0,"8","9","2005","12","5","2009","1"
"15448","MetaCert","|Security|Mobile Security|","Security",740000,"operating","CA","SF Bay Area","San Francisco",1,"1","3","Q1","2011",740000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25","7","2012","25","7","2012","0"
"15449","MetaChannels","|Games|","Games",1600000,"operating","CA","SF Bay Area","Palo Alto",1,"1","1","Q1","2007",0,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20","3","2007","20","3","2007","0"
"15450","Metacloud","|Enterprises|Cloud Computing|Cloud Management|Enterprise Software|","Cloud Management",2.5e+07,"acquired","CA","Los Angeles","Pasadena",3,"1","8","Q3","2011",0,2.5e+07,0,0,0,0,0,0,0,0,0,0,0,1e+07,1.5e+07,0,0,0,0,0,0,"15","10","2012","7","5","2014","1"
"15451","MetaFarms","|Software|","Software",376256,"operating","MN","Minneapolis","Burnsville",1,"1","1","Q1","2000",376256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14","8","2012","14","8","2012","0"
"15452","Metaforic","|Software|","Software",1e+07,"acquired","CA","SF Bay Area","San Jose",2,"1","1","Q1","2006",0,1e+07,0,0,0,0,0,0,0,0,0,0,0,2e+06,8e+06,0,0,0,0,0,0,"1","10","2008","18","4","2011","1"
"15453","Metagenics","|Health and Wellness|","Health and Wellness",28100000,"operating","CA","Anaheim","Aliso Viejo",1,"1","1","Q1","1983",0,28100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18","9","2009","18","9","2009","0"
"15455","Metago","|Android|Mobile|","Android",550000,"operating","GA","Atlanta","Marietta",1,"1","1","Q1","2000",0,550000,0,0,0,0,0,0,0,0,0,0,0,550000,0,0,0,0,0,0,0,"4","7","2011","4","7","2011","0"
"15457","MetaJure","|Enterprise Software|","Enterprise Software",4382000,"operating","WA","Seattle","Seattle",2,"1","8","Q3","2007",0,4382000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11","1","2011","22","1","2013","0"
"15460","MetaLINCS","|Messaging|","Messaging",8750000,"acquired","CA","SF Bay Area","San Jose",1,"1","1","Q1","2003",0,8750000,0,0,0,0,0,0,0,0,0,0,0,8750000,0,0,0,0,0,0,0,"11","7","2005","11","7","2005","1"
"15462","Metamark Genetics","|Biotechnology|","Biotechnology",46759287,"operating","MA","Boston","Cambridge",4,"1","1","Q1","2007",0,37650000,0,0,0,0,0,0,9109287,0,0,0,0,0,3.5e+07,0,0,0,0,0,0,"6","5","2009","15","11","2012","0"
"15463","Metamarkets","|Analytics|","Analytics",28500000,"operating","CA","SF Bay Area","San Francisco",4,"1","5","Q2","2010",2500000,2.6e+07,0,0,0,0,0,0,0,0,0,0,0,6e+06,2e+07,0,0,0,0,0,0,"1","6","2010","22","12","2013","0"
"15465","MetaMed","|Big Data Analytics|Personalization|Analytics|Doctors|Health and Wellness|Medical|Health Care|","Health and Wellness",5e+05,"operating","NY","New York City","New York",1,"1","9","Q3","2012",0,0,0,0,0,0,5e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","9","2012","1","9","2012","0"
"15466","MetaModix","|Health Care|","Health Care",1888750,"operating","MN","Minneapolis","Plymouth",4,"1","1","Q1","2009",0,1888750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6","8","2010","8","4","2014","0"
"15467","Metanautix","|Big Data Analytics|Analytics|","Big Data Analytics",7e+06,"operating","CA","SF Bay Area","Palo Alto",1,"1","1","Q1","2012",0,7e+06,0,0,0,0,0,0,0,0,0,0,0,7e+06,0,0,0,0,0,0,0,"5","8","2014","5","8","2014","0"
"15469","Metaplace","|MMO Games|Facebook Applications|Social Media|Games|","Games",9400000,"acquired","CA","San Diego","Solana Beach",3,"1","7","Q3","2006",0,9400000,0,0,0,0,0,0,0,0,0,0,0,1200000,6700000,0,0,0,0,0,0,"1","1","2007","15","3","2010","1"
"15471","Metaresolver","|Advertising|Mobile|","Mobile",1850000,"acquired","CA","SF Bay Area","San Francisco",1,"19","3","Q1","2012",1850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19","3","2012","19","3","2012","1"
"15474","Metastorm","|Enterprise Software|","Enterprise Software",3e+07,"acquired","MD","Baltimore","Baltimore",1,"1","1","Q1","1996",0,3e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,3e+07,0,0,0,0,0,"21","8","2007","21","8","2007","1"
"15475","Metatomix","|Enterprise Software|","Enterprise Software",27101994,"acquired","MA","Boston","Dedham",4,"1","1","Q1","2000",0,26600000,0,0,0,501994,0,0,0,0,0,0,0,0,7e+06,0,0,0,0,0,0,"8","9","2003","17","2","2010","1"
"15477","Metaweb Technologies","|Databases|Curated Web|","Databases",5.7e+07,"acquired","CA","SF Bay Area","San Francisco",2,"1","1","Q1","2005",0,5.7e+07,0,0,0,0,0,0,0,0,0,0,0,1.5e+07,4.2e+07,0,0,0,0,0,0,"1","3","2006","15","1","2008","1"
"15479","Meteor Entertainment","|Entertainment|Software|Games|","Entertainment",2.8e+07,"operating","WA","Seattle","Seattle",2,"1","1","Q1","2011",0,2.8e+07,0,0,0,0,0,0,0,0,0,0,0,0,1.8e+07,0,0,0,0,0,0,"27","2","2012","29","10","2012","0"
"15482","MeterHero","|Software|Energy|Water|","Water",150000,"operating","WI","Milwaukee","Milwaukee",1,"1","1","Q1","2014",150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","4","2013","1","4","2013","0"
"15483","Metheor Therapeutics","|Biotechnology|","Biotechnology",185000,"operating","WA","Seattle","Shoreline",1,"1","1","Q1","2010",0,185000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"30","8","2011","30","8","2011","0"
"15484","Metis Legacy Group","|Real Estate|","Real Estate",1e+06,"operating","CA","Anaheim","Irvine",1,"12","5","Q2","2012",0,0,1e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21","5","2014","21","5","2014","0"
"15485","Metis Secure Solutions","|Enterprise Software|","Enterprise Software",3575000,"operating","PA","Pittsburgh","Oakmont",4,"1","1","Q1","2008",0,3575000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23","3","2010","22","12","2013","0"
"15486","Metrasens","|Security|","Security",2280161,"operating","IL","Chicago","Lisle",2,"1","1","Q1","2005",0,2280161,0,0,0,0,0,0,0,0,0,0,0,2280161,0,0,0,0,0,0,0,"26","2","2010","6","3","2013","0"
"15487","MetraTech","|Payments|Freelancers|Monetization|Cloud Computing|Software|","Payments",3e+07,"acquired","MA","Boston","Waltham",1,"1","1","Q1","1998",0,3e+07,0,0,0,0,0,0,0,0,0,0,0,3e+07,0,0,0,0,0,0,0,"16","9","2012","16","9","2012","1"
"15488","Metreos Corporation","|VoIP|Networking|Software|","VoIP",4355000,"acquired","TX","Austin","Austin",2,"1","1","Q1","2001",555000,3800000,0,0,0,0,0,0,0,0,0,0,0,3800000,0,0,0,0,0,0,0,"20","3","2003","14","10","2004","1"
"15491","MetricStream","|Risk Management|Software|","Risk Management",125020000,"operating","CA","SF Bay Area","Palo Alto",6,"1","1","Q1","1999",420000,122100000,0,0,0,2500000,0,0,0,0,0,0,0,0,0,4.8e+07,6e+07,0,0,0,0,"29","9","2006","4","9","2014","0"
"15494","Metrodigi","|Software|","Software",3170000,"operating","CA","SF Bay Area","Larkspur",1,"1","1","Q1","2010",0,0,0,0,0,3170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14","10","2014","14","10","2014","0"
"15496","MetroGames","|Games|","Games",5e+06,"operating","CA","SF Bay Area","Mountain View",1,"1","1","Q1","2010",0,5e+06,0,0,0,0,0,0,0,0,0,0,0,5e+06,0,0,0,0,0,0,0,"16","3","2010","16","3","2010","0"
"15497","Metrolight","|Clean Technology|","Clean Technology",1.6e+07,"operating","TN","Nashville","Franklin",3,"1","1","Q1","1996",0,1.2e+07,0,0,0,4e+06,0,0,0,0,0,0,0,0,0,9e+06,3e+06,0,0,0,0,"16","8","2007","1","12","2011","0"
"15499","MetroMile","|Cars|Insurance|Technology|Consumer Internet|Curated Web|","Technology",1.4e+07,"operating","CA","SF Bay Area","San Francisco",2,"1","6","Q2","2011",0,1.4e+07,0,0,0,0,0,0,0,0,0,0,0,4e+06,1e+07,0,0,0,0,0,0,"5","12","2012","30","4","2013","0"
"15501","Metropia Inc.","|Transportation|Public Transportation|","Transportation",1300000,"operating","AZ","Tucson","Tucson",3,"20","6","Q2","2012",0,0,0,0,1300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","9","2012","19","6","2014","0"
"15503","Metropolist","|Curated Web|Semantic Search|","Semantic Search",190000,"operating","NY","New York City","New York",2,"1","7","Q3","2012",40000,0,0,0,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","8","2012","3","6","2013","0"
"15504","MetroTech Net","|Enterprise Software|Cars|SEO|Big Data|Automotive|","Big Data",1100000,"operating","GA","Atlanta","Alpharetta",2,"1","4","Q2","2011",650000,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","6","2013","1","7","2013","0"
"15505","Metroview Capital","|Real Estate|","Real Estate",5e+05,"operating","NC","Charlotte","Charlotte",1,"28","3","Q1","2013",0,0,5e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9","9","2014","9","9","2014","0"
"15506","MeUndies","|Consumer Internet|Retail|Fashion|E-Commerce|","Consumer Internet",1410000,"operating","CA","Los Angeles","Culver City",2,"1","12","Q4","2011",1410000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"31","12","2011","13","11","2013","0"
"15507","Mevio","|Video Streaming|Games|","Video Streaming",48900000,"operating","CA","SF Bay Area","San Francisco",4,"1","10","Q4","2004",0,38900000,0,0,0,1e+07,0,0,0,0,0,0,0,8900000,1.5e+07,1.5e+07,0,0,0,0,0,"1","7","2005","7","3","2012","0"
"15508","Mevion Medical Systems","|Biotechnology|Health Care|","Biotechnology",1.25e+08,"operating","MA","Boston","Littleton",3,"1","1","Q1","2004",0,4.5e+07,0,0,0,0,0,0,8e+07,0,0,0,0,0,0,0,0,0,0,0,0,"12","1","2012","25","6","2013","0"
"15510","Mevvy","|Developer APIs|Internet|Software|Apps|Analytics|","Analytics",70000,"operating","FL","Miami","Miami Beach",2,"5","9","Q3","2012",70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6","6","2012","5","6","2013","0"
"15511","Mezeo Software","|Enterprise Software|Software|","Enterprise Software",4013000,"acquired","TX","Houston","Houston",1,"1","1","Q1","2008",0,4013000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","8","2012","7","8","2012","1"
"15512","Mezmeriz","|Hardware + Software|","Hardware + Software",2097106,"operating","NY","Elmira","Ithaca",2,"20","11","Q4","2006",0,1997106,0,0,0,1e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24","3","2010","23","2","2012","0"
"15513","Mezzobit","|Big Data|Enterprise Software|","Enterprise Software",40000,"operating","NY","New York City","New York",1,"1","11","Q4","2012",40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6","1","2014","6","1","2014","0"
"15514","MFG.com","|B2B|Manufacturing|","B2B",4.4e+07,"operating","GA","Atlanta","Atlanta",4,"1","1","Q1","2000",0,4.4e+07,0,0,0,0,0,0,0,0,0,0,0,1.4e+07,0,4e+06,2.6e+07,0,0,0,0,"1","9","2005","1","1","2008","0"
"15515","Mformation Technologies","|Software|","Software",39131961,"operating","NJ","Newark","Edison",5,"1","1","Q1","1999",0,31131961,0,0,0,8e+06,0,0,0,0,0,0,0,0,0,0,0,2e+07,0,0,0,"25","5","2007","15","6","2012","0"
"15516","mFoundry","|Mobile Payments|Mobile|","Mobile Payments",40300000,"acquired","CA","SF Bay Area","Larkspur",3,"1","1","Q1","2004",0,40300000,0,0,0,0,0,0,0,0,0,0,0,0,7300000,1.5e+07,0,0,0,0,0,"21","3","2006","5","12","2011","1"
"15518","MGT Capital Investments","|Finance|","Finance",8939981,"operating","NY","New York City","Harrison",3,"1","1","Q1","1979",0,1550000,0,0,0,0,0,0,7389981,0,0,0,0,0,0,0,0,0,0,0,0,"19","11","2012","12","12","2013","0"
"15519","Miami Instruments","|Hardware + Software|","Hardware + Software",3e+06,"operating","FL","Miami","Miami",1,"1","1","Q1","2007",3e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14","11","2011","14","11","2011","0"
"15520","Miami2Vegas","|Entertainment|Games|","Games",3500,"operating","FL","Orlando","Orlando",1,"1","12","Q4","2007",0,0,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26","9","2014","26","9","2014","0"
"15521","MiaSolé","|Clean Technology|","Clean Technology",4.66e+08,"acquired","CA","SF Bay Area","Santa Clara",5,"1","1","Q1","2001",0,4.11e+08,0,0,0,5.5e+07,0,0,0,0,0,0,0,0,3.5e+07,5e+07,2.2e+08,0,1.06e+08,0,0,"31","10","2006","7","3","2012","1"
"15522","Mibio","|iPhone|iOS|Cloud Data Services|Startups|Technology|Mobile|","Startups",32000,"operating","TN","Nashville","Nashville",1,"1","1","Q1","2012",32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","11","2012","1","11","2012","0"
"15523","Mic Network","|Opinions|Analytics|Journalism|Media|News|","Opinions",1.5e+07,"operating","NY","New York City","New York",3,"1","6","Q2","2011",1800000,1e+07,0,0,0,0,3200000,0,0,0,0,0,0,1e+07,0,0,0,0,0,0,0,"1","3","2013","28","4","2014","0"
"15525","Micell Technologies","|Biotechnology|","Biotechnology",27300055,"operating","NC","Raleigh","Raleigh",4,"1","1","Q1","1995",0,22300055,0,0,0,5e+06,0,0,0,0,0,0,0,0,1.5e+07,0,0,0,0,0,0,"12","7","2007","3","12","2009","0"
"15530","Michigan Economic Development Corporation","|Finance|","Finance",5e+05,"operating","MI","Lansing","Lansing",1,"1","1","Q1","1999",0,0,0,0,0,0,0,5e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,"26","6","2014","26","6","2014","0"
"15534","MICMALI","|Online Gaming|Mobile Games|Games|","Games",180000,"operating","CA","SF Bay Area","Palo Alto",2,"1","1","Q1","2013",180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28","9","2013","11","1","2014","0"
"15536","Mico Toy & Co","|Entertainment|Games|","Entertainment",800,"operating","NC","Greensboro","High Point",1,"1","4","Q2","2010",0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16","6","2014","16","6","2014","0"
"15537","Micro Interventional Devices","|Health Care|","Health Care",3850000,"operating","PA","Philadelphia","Newtown",3,"1","1","Q1","2010",0,3750000,0,0,0,1e+05,0,0,0,0,0,0,0,0,3500000,0,0,0,0,0,0,"29","2","2012","14","1","2013","0"
